Zipcode,ZipCodeType,City,State,LocationType,Lat,Long,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages
38601,STANDARD,ABBEVILLE,MS,PRIMARY,34.5,-89.5,NA-US-MS-ABBEVILLE,false,987,1784,24069593
39730,STANDARD,ABERDEEN,MS,PRIMARY,33.82,-88.55,NA-US-MS-ABERDEEN,false,4926,8894,117793970
39735,STANDARD,ACKERMAN,MS,PRIMARY,33.31,-89.17,NA-US-MS-ACKERMAN,false,1590,2986,42860765
38820,PO BOX,ALGOMA,MS,PRIMARY,34.17,-89.03,NA-US-MS-ALGOMA,false,,,
38720,STANDARD,ALLIGATOR,MS,PRIMARY,34.08,-90.72,NA-US-MS-ALLIGATOR,false,,,
38821,STANDARD,AMORY,MS,PRIMARY,33.98,-88.48,NA-US-MS-AMORY,false,5057,9536,153437411
38721,STANDARD,ANGUILLA,MS,PRIMARY,32.97,-90.82,NA-US-MS-ANGUILLA,false,528,970,10968344
38722,PO BOX,ARCOLA,MS,PRIMARY,33.27,-90.88,NA-US-MS-ARCOLA,false,265,474,4295610
38602,PO BOX,ARKABUTLA,MS,PRIMARY,34.7,-90.13,NA-US-MS-ARKABUTLA,false,,,
39736,PO BOX,ARTESIA,MS,PRIMARY,33.41,-88.64,NA-US-MS-ARTESIA,false,,,
38603,STANDARD,ASHLAND,MS,PRIMARY,34.83,-89.17,NA-US-MS-ASHLAND,false,1212,2203,28995795
38723,PO BOX,AVON,MS,PRIMARY,33.2,-91.06,NA-US-MS-AVON,false,,,
39320,STANDARD,BAILEY,MS,PRIMARY,32.48,-88.69,NA-US-MS-BAILEY,false,781,1483,28656498
38824,STANDARD,BALDWYN,MS,PRIMARY,34.5,-88.63,NA-US-MS-BALDWYN,false,3347,6283,91075717
39421,STANDARD,BASSFIELD,MS,PRIMARY,31.49,-89.74,NA-US-MS-BASSFIELD,false,1399,2545,33695954
38606,STANDARD,BATESVILLE,MS,PRIMARY,34.31,-89.93,NA-US-MS-BATESVILLE,false,6791,12504,191992018
39520,STANDARD,BAY SAINT LOUIS,MS,PRIMARY,30.32,-89.51,NA-US-MS-BAY SAINT LOUIS,false,4756,8359,129239499
39521,PO BOX,BAY SAINT LOUIS,MS,PRIMARY,30.32,-89.51,NA-US-MS-BAY SAINT LOUIS,false,685,1069,17610486
39522,UNIQUE,STENNIS SPACE CENTER,MS,PRIMARY,30.34,-89.55,NA-US-MS-STENNIS SPACE CENTER,false,,,
39525,STANDARD,DIAMONDHEAD,MS,PRIMARY,30.38,-89.36,NA-US-MS-DIAMONDHEAD,false,3869,6950,148480879
39529,UNIQUE,STENNIS SPACE CENTER,MS,PRIMARY,30.34,-89.55,NA-US-MS-STENNIS SPACE CENTER,false,,,
39558,PO BOX,LAKESHORE,MS,PRIMARY,30.21,-89.48,NA-US-MS-LAKESHORE,false,,,
39572,STANDARD,PEARLINGTON,MS,PRIMARY,30.24,-89.6,NA-US-MS-PEARLINGTON,false,502,914,13973785
39576,STANDARD,WAVELAND,MS,PRIMARY,30.28,-89.38,NA-US-MS-WAVELAND,false,2138,3797,63603036
39422,STANDARD,BAY SPRINGS,MS,PRIMARY,31.98,-89.28,NA-US-MS-BAY SPRINGS,false,2431,4491,73585777
39423,STANDARD,BEAUMONT,MS,PRIMARY,31.17,-88.92,NA-US-MS-BEAUMONT,false,1016,1960,29328417
38825,PO BOX,BECKER,MS,PRIMARY,33.91,-88.49,NA-US-MS-BECKER,false,,,
38826,STANDARD,BELDEN,MS,PRIMARY,34.27,-88.82,NA-US-MS-BELDEN,false,2036,3831,90771297
39737,STANDARD,BELLEFONTAINE,MS,PRIMARY,33.64,-89.33,NA-US-MS-BELLEFONTAINE,false,,,
38827,STANDARD,BELMONT,MS,PRIMARY,34.5,-88.2,NA-US-MS-BELMONT,false,1221,2407,35030883
39038,STANDARD,BELZONI,MS,PRIMARY,33.17,-90.48,NA-US-MS-BELZONI,false,2582,4674,50992742
38725,STANDARD,BENOIT,MS,PRIMARY,33.65,-91,NA-US-MS-BENOIT,false,418,758,7539166
39039,STANDARD,BENTON,MS,PRIMARY,32.8,-90.28,NA-US-MS-BENTON,false,973,1812,29239656
39040,STANDARD,BENTONIA,MS,PRIMARY,32.64,-90.37,NA-US-MS-BENTONIA,false,1374,2588,41491984
38726,STANDARD,BEULAH,MS,PRIMARY,33.79,-90.98,NA-US-MS-BEULAH,false,,,
38914,STANDARD,BIG CREEK,MS,PRIMARY,33.84,-89.41,NA-US-MS-BIG CREEK,false,,,
39530,STANDARD,BILOXI,MS,PRIMARY,30.39,-88.88,NA-US-MS-BILOXI,false,3427,5497,76167520
39531,STANDARD,BILOXI,MS,PRIMARY,30.39,-88.88,NA-US-MS-BILOXI,false,7131,12124,212013631
39532,STANDARD,BILOXI,MS,PRIMARY,30.39,-88.88,NA-US-MS-BILOXI,false,13855,24883,493593793
39533,PO BOX,BILOXI,MS,PRIMARY,30.39,-88.88,NA-US-MS-BILOXI,false,311,471,7785666
39534,PO BOX,BILOXI,MS,PRIMARY,30.39,-88.88,NA-US-MS-BILOXI,false,853,989,14835743
39535,PO BOX,BILOXI,MS,PRIMARY,30.39,-88.88,NA-US-MS-BILOXI,false,417,636,12396146
39540,STANDARD,DIBERVILLE,MS,PRIMARY,30.44,-88.9,NA-US-MS-DIBERVILLE,false,3793,6371,103915140
38610,STANDARD,BLUE MOUNTAIN,MS,PRIMARY,34.67,-89.02,NA-US-MS-BLUE MOUNTAIN,false,1292,2435,35039809
38828,STANDARD,BLUE SPRINGS,MS,PRIMARY,34.4,-88.87,NA-US-MS-BLUE SPRINGS,false,1665,3176,50507972
39629,STANDARD,BOGUE CHITTO,MS,PRIMARY,31.43,-90.45,NA-US-MS-BOGUE CHITTO,false,2449,4790,84847311
39041,STANDARD,BOLTON,MS,PRIMARY,32.35,-90.45,NA-US-MS-BOLTON,false,1653,2921,44199134
38829,STANDARD,BOONEVILLE,MS,PRIMARY,34.66,-88.56,NA-US-MS-BOONEVILLE,false,7028,13211,192125150
38859,STANDARD,NEW SITE,MS,PRIMARY,34.56,-88.41,NA-US-MS-NEW SITE,false,267,523,6792114
38730,STANDARD,BOYLE,MS,PRIMARY,33.7,-90.72,NA-US-MS-BOYLE,false,825,1539,23730384
39042,STANDARD,BRANDON,MS,PRIMARY,32.28,-90,NA-US-MS-BRANDON,false,14165,26551,592209817
39043,PO BOX,BRANDON,MS,PRIMARY,32.28,-90,NA-US-MS-BRANDON,false,661,1110,25528523
39047,STANDARD,BRANDON,MS,PRIMARY,32.28,-90,NA-US-MS-BRANDON,false,15601,28833,795726939
39044,STANDARD,BRAXTON,MS,PRIMARY,32.02,-89.97,NA-US-MS-BRAXTON,false,1296,2431,41260740
39601,STANDARD,BROOKHAVEN,MS,PRIMARY,31.58,-90.44,NA-US-MS-BROOKHAVEN,false,8904,16719,285103244
39602,PO BOX,BROOKHAVEN,MS,PRIMARY,31.58,-90.44,NA-US-MS-BROOKHAVEN,false,445,748,13659398
39603,PO BOX,BROOKHAVEN,MS,PRIMARY,31.58,-90.44,NA-US-MS-BROOKHAVEN,false,423,778,13427642
39425,STANDARD,BROOKLYN,MS,PRIMARY,30.98,-89.23,NA-US-MS-BROOKLYN,false,700,1317,20760059
39739,STANDARD,BROOKSVILLE,MS,PRIMARY,33.23,-88.58,NA-US-MS-BROOKSVILLE,false,1387,2385,24801226
38913,STANDARD,BANNER,MS,PRIMARY,34.1,-89.4,NA-US-MS-BANNER,false,,,
38915,STANDARD,BRUCE,MS,PRIMARY,33.99,-89.34,NA-US-MS-BRUCE,false,1724,3237,40655034
38949,STANDARD,PARIS,MS,PRIMARY,34.18,-89.46,NA-US-MS-PARIS,false,,,
39322,STANDARD,BUCKATUNNA,MS,PRIMARY,31.53,-88.52,NA-US-MS-BUCKATUNNA,false,765,1487,22105579
39630,STANDARD,BUDE,MS,PRIMARY,31.46,-90.85,NA-US-MS-BUDE,false,429,785,10145867
38833,STANDARD,BURNSVILLE,MS,PRIMARY,34.84,-88.31,NA-US-MS-BURNSVILLE,false,967,1850,23915006
38611,STANDARD,BYHALIA,MS,PRIMARY,34.86,-89.68,NA-US-MS-BYHALIA,false,7245,13055,220334643
39740,STANDARD,CALEDONIA,MS,PRIMARY,33.68,-88.32,NA-US-MS-CALEDONIA,false,2029,4013,77849897
38916,STANDARD,CALHOUN CITY,MS,PRIMARY,33.85,-89.31,NA-US-MS-CALHOUN CITY,false,1842,3415,44832111
38955,PO BOX,SLATE SPRING,MS,PRIMARY,33.74,-89.37,NA-US-MS-SLATE SPRING,false,,,
39045,STANDARD,CAMDEN,MS,PRIMARY,32.8,-89.87,NA-US-MS-CAMDEN,false,640,1154,12100016
39046,STANDARD,CANTON,MS,PRIMARY,32.61,-90.03,NA-US-MS-CANTON,false,11149,20588,321126654
39426,STANDARD,CARRIERE,MS,PRIMARY,30.6,-89.56,NA-US-MS-CARRIERE,false,6067,11857,219483738
38917,STANDARD,CARROLLTON,MS,PRIMARY,33.5,-89.92,NA-US-MS-CARROLLTON,false,1343,2512,42293147
39427,STANDARD,CARSON,MS,PRIMARY,31.55,-89.78,NA-US-MS-CARSON,false,517,962,13880664
39051,STANDARD,CARTHAGE,MS,PRIMARY,32.74,-89.53,NA-US-MS-CARTHAGE,false,6249,11734,177686000
39054,STANDARD,CARY,MS,PRIMARY,32.8,-90.92,NA-US-MS-CARY,false,,,
38920,STANDARD,CASCILLA,MS,PRIMARY,33.89,-90.03,NA-US-MS-CASCILLA,false,297,561,6449036
39741,STANDARD,CEDARBLUFF,MS,PRIMARY,33.61,-88.84,NA-US-MS-CEDARBLUFF,false,619,1188,16682041
39631,STANDARD,CENTREVILLE,MS,PRIMARY,31.08,-91.06,NA-US-MS-CENTREVILLE,false,1446,2627,36676235
38921,STANDARD,CHARLESTON,MS,PRIMARY,34,-90.05,NA-US-MS-CHARLESTON,false,1841,3343,38933892
38958,PO BOX,SWAN LAKE,MS,PRIMARY,33.89,-90.24,NA-US-MS-SWAN LAKE,false,,,
39632,PO BOX,CHATAWA,MS,PRIMARY,31.1,-90.52,NA-US-MS-CHATAWA,false,,,
39323,STANDARD,CHUNKY,MS,PRIMARY,32.32,-88.92,NA-US-MS-CHUNKY,false,516,988,16069320
39324,PO BOX,CLARA,MS,PRIMARY,31.57,-88.69,NA-US-MS-CLARA,false,,,
38614,STANDARD,CLARKSDALE,MS,PRIMARY,34.2,-90.57,NA-US-MS-CLARKSDALE,false,7768,14062,188124583
38630,PO BOX,FARRELL,MS,PRIMARY,34.26,-90.67,NA-US-MS-FARRELL,false,,,
38669,PO BOX,SHERARD,MS,PRIMARY,34.21,-90.71,NA-US-MS-SHERARD,false,,,
38732,STANDARD,CLEVELAND,MS,PRIMARY,33.74,-90.72,NA-US-MS-CLEVELAND,false,7021,12577,205956688
38733,STANDARD,CLEVELAND,MS,PRIMARY,33.74,-90.72,NA-US-MS-CLEVELAND,false,,,
39056,STANDARD,CLINTON,MS,PRIMARY,32.33,-90.33,NA-US-MS-CLINTON,false,11396,20758,441425722
39058,UNIQUE,CLINTON,MS,PRIMARY,32.33,-90.33,NA-US-MS-CLINTON,false,,,
39060,PO BOX,CLINTON,MS,PRIMARY,32.33,-90.33,NA-US-MS-CLINTON,false,462,803,15785723
38617,STANDARD,COAHOMA,MS,PRIMARY,34.36,-90.52,NA-US-MS-COAHOMA,false,262,480,5052942
38922,STANDARD,COFFEEVILLE,MS,PRIMARY,33.97,-89.67,NA-US-MS-COFFEEVILLE,false,1427,2629,33137942
38923,STANDARD,COILA,MS,PRIMARY,33.36,-89.97,NA-US-MS-COILA,false,495,941,13025893
38618,STANDARD,COLDWATER,MS,PRIMARY,34.69,-89.97,NA-US-MS-COLDWATER,false,5009,9294,153034488
39428,STANDARD,COLLINS,MS,PRIMARY,31.63,-89.55,NA-US-MS-COLLINS,false,3921,7305,102207879
39325,STANDARD,COLLINSVILLE,MS,PRIMARY,32.49,-88.84,NA-US-MS-COLLINSVILLE,false,2501,4923,103868605
39429,STANDARD,COLUMBIA,MS,PRIMARY,31.25,-89.82,NA-US-MS-COLUMBIA,false,6856,12877,211000989
39701,STANDARD,COLUMBUS,MS,PRIMARY,33.5,-88.4,NA-US-MS-COLUMBUS,false,5498,9383,125026666
39702,STANDARD,COLUMBUS,MS,PRIMARY,33.5,-88.4,NA-US-MS-COLUMBUS,false,9048,16834,275287188
39703,PO BOX,COLUMBUS,MS,PRIMARY,33.5,-88.4,NA-US-MS-COLUMBUS,false,342,576,11382004
39704,PO BOX,COLUMBUS,MS,PRIMARY,33.5,-88.4,NA-US-MS-COLUMBUS,false,405,710,12296483
39705,STANDARD,COLUMBUS,MS,PRIMARY,33.5,-88.4,NA-US-MS-COLUMBUS,false,6162,11121,231687792
39710,UNIQUE,COLUMBUS,MS,PRIMARY,33.5,-88.4,NA-US-MS-COLUMBUS,false,,,
38619,STANDARD,COMO,MS,PRIMARY,34.51,-89.94,NA-US-MS-COMO,false,2097,3841,47187504
39057,STANDARD,CONEHATTA,MS,PRIMARY,32.45,-89.27,NA-US-MS-CONEHATTA,false,888,1630,21110771
38834,STANDARD,CORINTH,MS,PRIMARY,34.93,-88.51,NA-US-MS-CORINTH,false,10293,19260,302220490
38835,PO BOX,CORINTH,MS,PRIMARY,34.93,-88.51,NA-US-MS-CORINTH,false,819,1435,23717161
38620,STANDARD,COURTLAND,MS,PRIMARY,34.24,-89.94,NA-US-MS-COURTLAND,false,1363,2556,36074805
39743,STANDARD,CRAWFORD,MS,PRIMARY,33.3,-88.62,NA-US-MS-CRAWFORD,false,910,1616,18849729
38621,STANDARD,CRENSHAW,MS,PRIMARY,34.5,-90.19,NA-US-MS-CRENSHAW,false,710,1332,14107691
39633,STANDARD,CROSBY,MS,PRIMARY,31.27,-91.06,NA-US-MS-CROSBY,false,387,732,10989700
38622,PO BOX,CROWDER,MS,PRIMARY,34.17,-90.13,NA-US-MS-CROWDER,false,284,525,5817272
38924,STANDARD,CRUGER,MS,PRIMARY,33.32,-90.23,NA-US-MS-CRUGER,false,321,608,7025225
39059,STANDARD,CRYSTAL SPRINGS,MS,PRIMARY,31.98,-90.35,NA-US-MS-CRYSTAL SPRINGS,false,4977,8962,140722718
39326,STANDARD,DALEVILLE,MS,PRIMARY,32.54,-88.67,NA-US-MS-DALEVILLE,false,322,571,8463548
38623,PO BOX,DARLING,MS,PRIMARY,34.35,-90.26,NA-US-MS-DARLING,false,,,
39327,STANDARD,DECATUR,MS,PRIMARY,32.43,-89.11,NA-US-MS-DECATUR,false,1585,3078,50639147
39328,STANDARD,DE KALB,MS,PRIMARY,32.76,-88.65,NA-US-MS-DE KALB,false,2034,3501,44981679
39061,PO BOX,DELTA CITY,MS,PRIMARY,33.07,-90.75,NA-US-MS-DELTA CITY,false,,,
38838,STANDARD,DENNIS,MS,PRIMARY,34.56,-88.18,NA-US-MS-DENNIS,false,562,1115,15032592
38839,PO BOX,DERMA,MS,PRIMARY,33.85,-89.28,NA-US-MS-DERMA,false,,,
39062,PO BOX,D LO,MS,PRIMARY,31.98,-89.85,NA-US-MS-D LO,false,330,600,7204123
38736,STANDARD,DODDSVILLE,MS,PRIMARY,33.65,-90.52,NA-US-MS-DODDSVILLE,false,,,
38737,STANDARD,DREW,MS,PRIMARY,33.8,-90.53,NA-US-MS-DREW,false,1177,2141,24867982
38738,PO BOX,PARCHMAN,MS,PRIMARY,33.87,-90.55,NA-US-MS-PARCHMAN,false,,,
38739,PO BOX,DUBLIN,MS,PRIMARY,34.08,-90.5,NA-US-MS-DUBLIN,false,,,
38925,STANDARD,DUCK HILL,MS,PRIMARY,33.63,-89.71,NA-US-MS-DUCK HILL,false,972,1809,23162398
38625,STANDARD,DUMAS,MS,PRIMARY,34.63,-88.83,NA-US-MS-DUMAS,false,403,766,11544087
38740,STANDARD,DUNCAN,MS,PRIMARY,34.04,-90.74,NA-US-MS-DUNCAN,false,,,
38626,STANDARD,DUNDEE,MS,PRIMARY,34.51,-90.45,NA-US-MS-DUNDEE,false,532,960,12030196
39063,STANDARD,DURANT,MS,PRIMARY,33.08,-89.85,NA-US-MS-DURANT,false,1502,2735,30171048
39436,PO BOX,EASTABUCHIE,MS,PRIMARY,31.47,-89.23,NA-US-MS-EASTABUCHIE,false,,,
38841,STANDARD,ECRU,MS,PRIMARY,34.35,-89.02,NA-US-MS-ECRU,false,1292,2508,35530829
39066,STANDARD,EDWARDS,MS,PRIMARY,32.33,-90.6,NA-US-MS-EDWARDS,false,1940,3500,50209565
39437,STANDARD,ELLISVILLE,MS,PRIMARY,31.59,-89.2,NA-US-MS-ELLISVILLE,false,4760,8960,161205024
38927,STANDARD,ENID,MS,PRIMARY,34.11,-89.95,NA-US-MS-ENID,false,461,879,12808833
39330,STANDARD,ENTERPRISE,MS,PRIMARY,32.17,-88.81,NA-US-MS-ENTERPRISE,false,1129,2169,42587237
39552,PO BOX,ESCATAWPA,MS,PRIMARY,30.48,-88.55,NA-US-MS-ESCATAWPA,false,681,1198,21470363
39067,STANDARD,ETHEL,MS,PRIMARY,33.12,-89.46,NA-US-MS-ETHEL,false,534,1026,13307322
38627,STANDARD,ETTA,MS,PRIMARY,34.46,-89.2,NA-US-MS-ETTA,false,475,923,13710874
39744,STANDARD,EUPORA,MS,PRIMARY,33.54,-89.27,NA-US-MS-EUPORA,false,2379,4472,59281776
38629,STANDARD,FALKNER,MS,PRIMARY,34.84,-88.93,NA-US-MS-FALKNER,false,667,1272,19421093
39069,STANDARD,FAYETTE,MS,PRIMARY,31.71,-91.06,NA-US-MS-FAYETTE,false,2150,3899,49069340
39081,PO BOX,HARRISTON,MS,PRIMARY,31.71,-91.03,NA-US-MS-HARRISTON,false,,,
39635,PO BOX,FERNWOOD,MS,PRIMARY,31.18,-90.44,NA-US-MS-FERNWOOD,false,,,
39071,STANDARD,FLORA,MS,PRIMARY,32.54,-90.31,NA-US-MS-FLORA,false,2264,4237,90306918
39072,PO BOX,POCAHONTAS,MS,PRIMARY,32.41,-90.22,NA-US-MS-POCAHONTAS,false,,,
39073,STANDARD,FLORENCE,MS,PRIMARY,32.15,-90.12,NA-US-MS-FLORENCE,false,8194,15468,290324081
39074,STANDARD,FOREST,MS,PRIMARY,32.35,-89.47,NA-US-MS-FOREST,false,5837,10722,147109672
39483,STANDARD,FOXWORTH,MS,PRIMARY,31.27,-89.95,NA-US-MS-FOXWORTH,false,2361,4727,77681237
39745,STANDARD,FRENCH CAMP,MS,PRIMARY,33.29,-89.39,NA-US-MS-FRENCH CAMP,false,331,659,10494886
38631,PO BOX,FRIARS POINT,MS,PRIMARY,34.36,-90.63,NA-US-MS-FRIARS POINT,false,543,993,10485800
38843,STANDARD,FULTON,MS,PRIMARY,34.26,-88.4,NA-US-MS-FULTON,false,4334,8170,133859861
39077,PO BOX,GALLMAN,MS,PRIMARY,31.9,-90.42,NA-US-MS-GALLMAN,false,,,
38844,STANDARD,GATTMAN,MS,PRIMARY,33.88,-88.23,NA-US-MS-GATTMAN,false,,,
39553,STANDARD,GAUTIER,MS,PRIMARY,30.38,-88.63,NA-US-MS-GAUTIER,false,7496,13379,261312821
39078,STANDARD,GEORGETOWN,MS,PRIMARY,31.86,-90.16,NA-US-MS-GEORGETOWN,false,334,615,6699957
38846,STANDARD,GLEN,MS,PRIMARY,34.86,-88.5,NA-US-MS-GLEN,false,917,1765,25274851
38744,STANDARD,GLEN ALLAN,MS,PRIMARY,33.03,-91.01,NA-US-MS-GLEN ALLAN,false,364,676,7891382
38928,STANDARD,GLENDORA,MS,PRIMARY,33.82,-90.29,NA-US-MS-GLENDORA,false,,,
39638,STANDARD,GLOSTER,MS,PRIMARY,31.19,-91.01,NA-US-MS-GLOSTER,false,1349,2449,34903350
38847,STANDARD,GOLDEN,MS,PRIMARY,34.48,-88.18,NA-US-MS-GOLDEN,false,1326,2592,37582287
39079,STANDARD,GOODMAN,MS,PRIMARY,32.96,-89.91,NA-US-MS-GOODMAN,false,718,1308,15025777
39171,PO BOX,THOMASTOWN,MS,PRIMARY,32.85,-89.66,NA-US-MS-THOMASTOWN,false,,,
38929,STANDARD,GORE SPRINGS,MS,PRIMARY,33.71,-89.57,NA-US-MS-GORE SPRINGS,false,534,976,13073843
38745,PO BOX,GRACE,MS,PRIMARY,32.96,-90.94,NA-US-MS-GRACE,false,,,
38701,STANDARD,GREENVILLE,MS,PRIMARY,33.38,-91.05,NA-US-MS-GREENVILLE,false,9667,17629,250298620
38702,PO BOX,GREENVILLE,MS,PRIMARY,33.38,-91.05,NA-US-MS-GREENVILLE,false,415,717,13755598
38703,STANDARD,GREENVILLE,MS,PRIMARY,33.38,-91.05,NA-US-MS-GREENVILLE,false,5221,9461,111694510
38704,PO BOX,GREENVILLE,MS,PRIMARY,33.38,-91.05,NA-US-MS-GREENVILLE,false,605,1034,16782041
38731,STANDARD,CHATHAM,MS,PRIMARY,33.08,-91.08,NA-US-MS-CHATHAM,false,,,
38782,PO BOX,WINTERVILLE,MS,PRIMARY,33.28,-91.01,NA-US-MS-WINTERVILLE,false,,,
38930,STANDARD,GREENWOOD,MS,PRIMARY,33.51,-90.19,NA-US-MS-GREENWOOD,false,9462,17053,253881543
38935,PO BOX,GREENWOOD,MS,PRIMARY,33.51,-90.19,NA-US-MS-GREENWOOD,false,707,1225,17833830
38945,PO BOX,MONEY,MS,PRIMARY,33.61,-90.19,NA-US-MS-MONEY,false,,,
38848,STANDARD,GREENWOOD SPRINGS,MS,PRIMARY,33.98,-88.29,NA-US-MS-GREENWOOD SPRINGS,false,327,656,10990052
38901,STANDARD,GRENADA,MS,PRIMARY,33.77,-89.81,NA-US-MS-GRENADA,false,7217,13430,209088324
38902,PO BOX,GRENADA,MS,PRIMARY,33.77,-89.81,NA-US-MS-GRENADA,false,814,1406,21443490
38926,PO BOX,ELLIOTT,MS,PRIMARY,33.7,-89.74,NA-US-MS-ELLIOTT,false,,,
38960,PO BOX,TIE PLANT,MS,PRIMARY,33.77,-89.8,NA-US-MS-TIE PLANT,false,,,
39501,STANDARD,GULFPORT,MS,PRIMARY,30.38,-89.06,NA-US-MS-GULFPORT,false,8523,14519,176802095
39502,PO BOX,GULFPORT,MS,PRIMARY,30.38,-89.06,NA-US-MS-GULFPORT,false,571,906,21978227
39503,STANDARD,GULFPORT,MS,PRIMARY,30.38,-89.06,NA-US-MS-GULFPORT,false,18811,33916,655526353
39505,PO BOX,GULFPORT,MS,PRIMARY,30.38,-89.06,NA-US-MS-GULFPORT,false,678,1140,21534046
39506,PO BOX,GULFPORT,MS,PRIMARY,30.38,-89.06,NA-US-MS-GULFPORT,false,506,797,14933311
39507,STANDARD,GULFPORT,MS,PRIMARY,30.38,-89.06,NA-US-MS-GULFPORT,false,7338,12140,235544292
38746,STANDARD,GUNNISON,MS,PRIMARY,33.94,-90.94,NA-US-MS-GUNNISON,false,,,
38849,STANDARD,GUNTOWN,MS,PRIMARY,34.44,-88.66,NA-US-MS-GUNTOWN,false,2129,4127,67087853
39746,STANDARD,HAMILTON,MS,PRIMARY,33.8,-88.43,NA-US-MS-HAMILTON,false,1357,2549,42045203
39080,PO BOX,HARPERVILLE,MS,PRIMARY,32.47,-89.45,NA-US-MS-HARPERVILLE,false,,,
39082,STANDARD,HARRISVILLE,MS,PRIMARY,31.96,-90.09,NA-US-MS-HARRISVILLE,false,553,1038,16703409
39401,STANDARD,HATTIESBURG,MS,PRIMARY,31.31,-89.3,NA-US-MS-HATTIESBURG,false,16447,27486,395331583
39402,STANDARD,HATTIESBURG,MS,PRIMARY,31.31,-89.3,NA-US-MS-HATTIESBURG,false,15516,27793,678391743
39403,PO BOX,HATTIESBURG,MS,PRIMARY,31.31,-89.3,NA-US-MS-HATTIESBURG,false,449,768,17841890
39404,PO BOX,HATTIESBURG,MS,PRIMARY,31.31,-89.3,NA-US-MS-HATTIESBURG,false,1015,1685,32266631
39406,UNIQUE,HATTIESBURG,MS,PRIMARY,31.31,-89.3,NA-US-MS-HATTIESBURG,false,256,356,3291124
39407,UNIQUE,HATTIESBURG,MS,PRIMARY,31.31,-89.3,NA-US-MS-HATTIESBURG,false,,,
39083,STANDARD,HAZLEHURST,MS,PRIMARY,31.86,-90.39,NA-US-MS-HAZLEHURST,false,4415,7946,107224889
39439,STANDARD,HEIDELBERG,MS,PRIMARY,31.89,-88.98,NA-US-MS-HEIDELBERG,false,1975,3578,51526217
39086,STANDARD,HERMANVILLE,MS,PRIMARY,32.02,-90.8,NA-US-MS-HERMANVILLE,false,973,1808,20062724
38632,STANDARD,HERNANDO,MS,PRIMARY,34.82,-89.98,NA-US-MS-HERNANDO,false,10455,20071,477331729
39332,STANDARD,HICKORY,MS,PRIMARY,32.31,-89.02,NA-US-MS-HICKORY,false,739,1412,23665513
38633,STANDARD,HICKORY FLAT,MS,PRIMARY,34.61,-89.18,NA-US-MS-HICKORY FLAT,false,889,1709,24973041
39087,PO BOX,HILLSBORO,MS,PRIMARY,32.44,-89.51,NA-US-MS-HILLSBORO,false,,,
38940,STANDARD,HOLCOMB,MS,PRIMARY,33.75,-89.96,NA-US-MS-HOLCOMB,false,812,1554,24183913
38748,STANDARD,HOLLANDALE,MS,PRIMARY,33.17,-90.85,NA-US-MS-HOLLANDALE,false,1560,2886,32865432
39088,STANDARD,HOLLY BLUFF,MS,PRIMARY,32.83,-90.69,NA-US-MS-HOLLY BLUFF,false,,,
38634,PO BOX,HOLLY SPRINGS,MS,PRIMARY,34.77,-89.44,NA-US-MS-HOLLY SPRINGS,false,263,450,5971231
38635,STANDARD,HOLLY SPRINGS,MS,PRIMARY,34.77,-89.44,NA-US-MS-HOLLY SPRINGS,false,6045,10658,153126740
38649,PO BOX,MOUNT PLEASANT,MS,PRIMARY,34.93,-89.53,NA-US-MS-MOUNT PLEASANT,false,,,
38637,STANDARD,HORN LAKE,MS,PRIMARY,34.95,-90.03,NA-US-MS-HORN LAKE,false,11398,20486,347172382
38850,STANDARD,HOULKA,MS,PRIMARY,34.03,-89.01,NA-US-MS-HOULKA,false,1420,2656,35029519
38851,STANDARD,HOUSTON,MS,PRIMARY,33.89,-89,NA-US-MS-HOUSTON,false,3547,6604,88282710
39555,PO BOX,HURLEY,MS,PRIMARY,30.66,-88.49,NA-US-MS-HURLEY,false,615,1212,26911268
38638,PO BOX,INDEPENDENCE,MS,PRIMARY,34.7,-89.8,NA-US-MS-INDEPENDENCE,false,,,
38749,PO BOX,HOLLY RIDGE,MS,PRIMARY,33.48,-90.68,NA-US-MS-HOLLY RIDGE,false,,,
38751,STANDARD,INDIANOLA,MS,PRIMARY,33.44,-90.64,NA-US-MS-INDIANOLA,false,4964,8896,109803462
38753,STANDARD,INVERNESS,MS,PRIMARY,33.35,-90.59,NA-US-MS-INVERNESS,false,695,1246,17289119
38754,STANDARD,ISOLA,MS,PRIMARY,33.26,-90.59,NA-US-MS-ISOLA,false,728,1256,12173540
38941,STANDARD,ITTA BENA,MS,PRIMARY,33.49,-90.32,NA-US-MS-ITTA BENA,false,1732,3110,36667112
38852,STANDARD,IUKA,MS,PRIMARY,34.8,-88.19,NA-US-MS-IUKA,false,3644,6756,103265337
39193,PO BOX,WHITFIELD,MS,PRIMARY,32.12,-90.13,NA-US-MS-WHITFIELD,false,,,
39201,STANDARD,JACKSON,MS,PRIMARY,32.32,-90.2,NA-US-MS-JACKSON,false,276,407,6279788
39202,STANDARD,JACKSON,MS,PRIMARY,32.32,-90.2,NA-US-MS-JACKSON,false,3284,5162,103618280
39203,STANDARD,JACKSON,MS,PRIMARY,32.32,-90.2,NA-US-MS-JACKSON,false,2320,3973,35043902
39204,STANDARD,JACKSON,MS,PRIMARY,32.32,-90.2,NA-US-MS-JACKSON,false,7371,12836,141291255
